"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-2.65126880262911,0.832979747918586,98.917275256193,2.6327274345221e-23,4.69757556141779e-19,"ENSG00000002746",-2.65126880262911,"down","HECW1",9606,23072,"NULL","7","7p13","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1","protein-coding","HECW1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1","O","E3 ubiquitin-protein ligase HECW1|HECT t"
-2.0824623136645,4.19110607977432,64.7243474673483,8.61438291503555e-16,1.40233539473864e-11,"ENSG00000004776",-2.0824623136645,"down","HSPB6",9606,126393,"NULL","19","19q13.12","heat shock protein, alpha-crystallin-related, B6","protein-coding","HSPB6","heat shock protein, alpha-crystallin-related, B6","O","heat shock 20 kDa-like protein p20|heat "
2.15213850442276,9.3259982871122,30.9517812774749,2.64519195734115e-08,0.00033604518626062,"ENSG00000004799",2.15213850442276,"up","PDK4",9606,5166,"NULL","7","7q21.3","pyruvate dehydrogenase kinase, isozyme 4","protein-coding","PDK4","pyruvate dehydrogenase kinase, isozyme 4","O","[Pyruvate dehydrogenase [lipoamide]] kin"
-5.36625222176129,0.25652137205845,223.742726811935,1.38047952219286e-50,2.63464516810507e-46,"ENSG00000005001",-5.36625222176129,"down","PRSS22",9606,64063,"SP001LA","16","16p13.3","protease, serine, 22","protein-coding","PRSS22","protease, serine, 22","O","brain-specific serine protease 4|prosemi"
2.76753742979907,2.36965379701327,61.0904559619648,5.45117601964426e-15,8.72951327785831e-11,"ENSG00000005471",2.76753742979907,"up","ABCB4",9606,5244,"NULL","7","7q21.1","ATP-binding cassette, sub-family B (MDR/TAP), member 4","protein-coding","ABCB4","ATP-binding cassette, sub-family B (MDR/TAP), member 4","O","ATP-binding cassette sub-family B member"
-2.60993576399643,-1.58583889731962,89.4220590722502,3.18960183250238e-21,5.58531176889492e-17,"ENSG00000006071",-2.60993576399643,"down","ABCC8",9606,6833,"NULL","11","11p15.1","ATP-binding cassette, sub-family C (CFTR/MRP), member 8","protein-coding","ABCC8","ATP-binding cassette, sub-family C (CFTR/MRP), member 8","O","ATP-binding cassette sub-family C member"
-3.53121025459518,-1.72272428535449,53.178177926618,3.04624169284672e-13,4.69852318704678e-09,"ENSG00000006128",-3.53121025459518,"down","TAC1",9606,6863,"NULL","7","7q21-q22","tachykinin, precursor 1","protein-coding","TAC1","tachykinin, precursor 1","O","PPT|neurokinin 1|neurokinin 2|neurokinin"
-3.5805032703508,0.739166796241351,207.015888775608,6.15086240617866e-47,1.17137023663266e-42,"ENSG00000007001",-3.5805032703508,"down","UPP2",9606,151531,"NULL","2","2q24.1","uridine phosphorylase 2","protein-coding","UPP2","uridine phosphorylase 2","O","UPase 2|liver-specific uridine phosphory"
-3.87785770232913,1.79427734474027,98.3334967346505,3.53534898804647e-23,6.30140603629402e-19,"ENSG00000007216",-3.87785770232913,"down","SLC13A2",9606,9058,"NULL","17","17p13.2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2","protein-coding","SLC13A2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2","O","Na(+)-coupled citrate transporter|Na(+)/"
-2.8303152851231,1.04459605679847,405.6425527725,3.25569000972167e-90,6.26069188869476e-86,"ENSG00000007402",-2.8303152851231,"down","CACNA2D2",9606,9254,"NULL","3","3p21.3","calcium channel, voltage-dependent, alpha 2/delta subunit 2","protein-coding","CACNA2D2","calcium channel, voltage-dependent, alpha 2/delta subunit 2","O","alpha 2 delta calcium channel subunit|ge"
