"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
2.38379467631864,4.64461332702223,204.659393123975,2.0095783857766e-46,2.77583062427322e-42,"ENSG00000003249",2.38379467631864,"up","DBNDD1",9606,79007,"NULL","16","16q24.3","dysbindin (dystrobrevin binding protein 1) domain containing 1","protein-coding","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1","O","dysbindin domain-containing protein 1"
2.23109253245899,3.41226471517476,106.237139348903,6.541904775563e-25,7.49506030136253e-21,"ENSG00000006118",2.23109253245899,"up","TMEM132A",9606,54972,"NULL","11","11q12.2","transmembrane protein 132A","protein-coding","TMEM132A","transmembrane protein 132A","O","GRP78-binding protein|HSPA5-binding prot"
3.4065857772526,3.28447695828238,76.0256936794096,2.79997694006361e-18,2.83945661491851e-14,"ENSG00000006611",3.4065857772526,"up","USH1C",9606,10083,"NULL","11","11p14.3","Usher syndrome 1C (autosomal recessive, severe)","protein-coding","USH1C","Usher syndrome 1C (autosomal recessive, severe)","O","antigen NY-CO-38/NY-CO-37|autoimmune ent"
2.19698118960481,0.323110199690972,114.66488102827,9.31867186420115e-27,1.09345295654536e-22,"ENSG00000007171",2.19698118960481,"up","NOS2",9606,4843,"NULL","17","17q11.2-q12","nitric oxide synthase 2, inducible","protein-coding","NOS2","nitric oxide synthase 2, inducible","O","NOS type II|NOS, type II|hepatocyte NOS|"
2.89613818394445,1.56647317983326,95.5927455502843,1.41122600843931e-22,1.55855800372038e-18,"ENSG00000007216",2.89613818394445,"up","SLC13A2",9606,9058,"NULL","17","17p13.2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2","protein-coding","SLC13A2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2","O","Na(+)-coupled citrate transporter|Na(+)/"
-2.76608002311268,0.281097762702214,710.554038606436,1.51594486129188e-156,2.3600229600592e-152,"ENSG00000008226",-2.76608002311268,"down","DLEC1",9606,9940,"NULL","3","3p21.3","deleted in lung and esophageal cancer 1","protein-coding","DLEC1","deleted in lung and esophageal cancer 1","O","DLC-1|deleted in lung and esophageal can"
3.0964726380908,2.82141458481068,207.912490418655,3.92023249999551e-47,5.44363484949377e-43,"ENSG00000008735",3.0964726380908,"up","MAPK8IP2",9606,23542,"NULL","22","22q13.33","mitogen-activated protein kinase 8 interacting protein 2","protein-coding","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2","O","C-Jun-amino-terminal kinase-interacting "
-2.99643211904115,3.65864003463745,190.815685615109,2.11001940933534e-43,2.86814938310953e-39,"ENSG00000009694",-2.99643211904115,"down","TENM1",9606,10178,"RP5-1052M9.2","X","Xq25","teneurin transmembrane protein 1","protein-coding","TENM1","teneurin transmembrane protein 1","O","odz (odd Oz/ten-m, Drosophila) homolog 3"
-2.24751819465558,3.43940629784447,186.789881169167,1.59610456127172e-42,2.16000830276902e-38,"ENSG00000010379",-2.24751819465558,"down","SLC6A13",9606,6540,"NULL","12","12p13.3","solute carrier family 6 (neurotransmitter transporter, GABA), member 13","protein-coding","SLC6A13","solute carrier family 6 (neurotransmitter transporter, GABA), member 13","O","GABA transport protein|sodium- and chlor"
3.17701650356653,1.83551469879806,98.9049892292062,2.64911144341744e-23,2.96276623831806e-19,"ENSG00000010932",3.17701650356653,"up","FMO1",9606,2326,"NULL","1","1q24.3","flavin containing monooxygenase 1","protein-coding","FMO1","flavin containing monooxygenase 1","O","FMO 1|Flavin-containing monooxygenase 1 "
