"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-2.88828147047302,6.09398744358714,1269.39512916542,5.05999649607722e-278,8.23463829771606e-274,"ENSG00000000938",-2.88828147047302,"down","FGR",9606,2268,"RP1-159A19.2","1","1p36.2-p36.1","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog","protein-coding","FGR","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog","O","c-fgr protooncogene|c-src-2 proto-oncoge"
3.17806388849649,7.37324479366818,813.165579880929,7.40723312381245e-179,1.10538139906653e-174,"ENSG00000001084",3.17806388849649,"up","GCLC",9606,2729,"NULL","6","6p12","glutamate-cysteine ligase, catalytic subunit","protein-coding","GCLC","glutamate-cysteine ligase, catalytic subunit","O","GCS heavy chain|gamma-ECS|gamma-glutamyl"
3.60739129384541,1.71102503304851,459.673556320713,5.66149466992447e-102,6.98062292801687e-98,"ENSG00000002726",3.60739129384541,"up","AOC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.61030162176444,0.649353154684435,473.791583777269,4.7940144439637e-105,5.97765661017834e-101,"ENSG00000002746",2.61030162176444,"up","HECW1",9606,23072,"NULL","7","7p13","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1","protein-coding","HECW1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1","O","E3 ubiquitin-protein ligase HECW1|HECT t"
3.10351245747854,3.84380035465122,749.870470601235,4.28120409758489e-165,6.23514564772263e-161,"ENSG00000003096",3.10351245747854,"up","KLHL13",9606,90293,"NULL","X","Xq23-q24","kelch-like family member 13","protein-coding","KLHL13","kelch-like family member 13","O","BTB and kelch domain containing 2|kelch-"
-2.01863473878769,7.93798798680525,1687.13460628379,0,0,"ENSG00000003402",-2.01863473878769,"down","CFLAR",9606,8837,"NULL","2","2q33-q34","CASP8 and FADD-like apoptosis regulator","protein-coding","CFLAR","CASP8 and FADD-like apoptosis regulator","O","FADD-like anti-apoptotic molecule|FADD-l"
-3.42578316318123,5.57747784335009,941.033651476195,1.17982103655456e-206,1.82152569833659e-202,"ENSG00000004776",-3.42578316318123,"down","HSPB6",9606,126393,"NULL","19","19q13.12","heat shock protein, alpha-crystallin-related, B6","protein-coding","HSPB6","heat shock protein, alpha-crystallin-related, B6","O","heat shock 20 kDa-like protein p20|heat "
-3.3306722950334,6.9993477883142,643.783688484114,5.02396211749691e-142,6.97024504181521e-138,"ENSG00000004799",-3.3306722950334,"down","PDK4",9606,5166,"NULL","7","7q21.3","pyruvate dehydrogenase kinase, isozyme 4","protein-coding","PDK4","pyruvate dehydrogenase kinase, isozyme 4","O","[Pyruvate dehydrogenase [lipoamide]] kin"
-5.36909534126434,2.63398999884027,2010.87794129152,0,0,"ENSG00000005381",-5.36909534126434,"down","MPO",9606,4353,"NULL","17","17q23.1","myeloperoxidase","protein-coding","MPO","myeloperoxidase","O","NULL"
-3.15693373295992,2.66540672524841,1176.98483482417,6.12599863125107e-258,9.86530819576672e-254,"ENSG00000005961",-3.15693373295992,"down","ITGA2B",9606,3674,"NULL","17","17q21.32","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)","protein-coding","ITGA2B","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)","O","GPalpha IIb|integrin alpha-IIb|platelet "
