"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-2.19571742664888,2.79255759418267,169.439332207004,9.80896268816266e-39,1.57482895958452e-34,"ENSG00000001617",-2.19571742664888,"down","SEMA3F",9606,6405,"NULL","3","3p21.3","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","protein-coding","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","O","sema III/F|sema IV|sema domain, immunogl"
2.24773276622267,5.35746623440723,148.486481355774,3.71355390244673e-34,5.81208321271937e-30,"ENSG00000004468",2.24773276622267,"up","CD38",9606,952,"NULL","4","4p15","CD38 molecule","protein-coding","CD38","CD38 molecule","O","ADP-ribosyl cyclase 1|ADP-ribosyl cyclas"
2.15758643681762,9.0902978181451,136.792550752907,1.33864386398251e-31,2.05963744912349e-27,"ENSG00000005513",2.15758643681762,"up","SOX8",9606,30812,"NULL","16","16p13.3","SRY (sex determining region Y)-box 8","protein-coding","SOX8","SRY (sex determining region Y)-box 8","O","transcription factor SOX-8"
2.65074899233162,7.86324700388981,232.125812270816,2.04996971537876e-52,3.42775436108482e-48,"ENSG00000006468",2.65074899233162,"up","ETV1",9606,2115,"NULL","7","7p21.3","ets variant 1","protein-coding","ETV1","ets variant 1","O","ETS translocation variant 1|ets variant "
2.7065737963101,4.87564027026433,100.741281738611,1.04818041747704e-23,1.49386673098828e-19,"ENSG00000006611",2.7065737963101,"up","USH1C",9606,10083,"NULL","11","11p14.3","Usher syndrome 1C (autosomal recessive, severe)","protein-coding","USH1C","Usher syndrome 1C (autosomal recessive, severe)","O","antigen NY-CO-38/NY-CO-37|autoimmune ent"
-2.33314032286512,4.12546656054157,186.617505736508,1.74056633222873e-42,2.83816746133217e-38,"ENSG00000007264",-2.33314032286512,"down","MATK",9606,4145,"NULL","19","19p13.3","megakaryocyte-associated tyrosine kinase","protein-coding","MATK","megakaryocyte-associated tyrosine kinase","O","CSK homologous kinase|Csk-homologous kin"
4.45027811115351,1.50095190641344,185.241129207157,3.47662285523957e-42,5.66237564432869e-38,"ENSG00000007968",4.45027811115351,"up","E2F2",9606,1870,"NULL","1","1p36","E2F transcription factor 2","protein-coding","E2F2","E2F transcription factor 2","O","transcription factor E2F2"
-2.1787320038438,2.57014968213129,140.036665431128,2.61333971348781e-32,4.04074586499485e-28,"ENSG00000010438",-2.1787320038438,"down","PRSS3",9606,5646,"RP11-176F3.3","9","9p11.2","protease, serine, 3","protein-coding","PRSS3","protease, serine, 3","O","brain trypsinogen|mesotrypsin|mesotrypsi"
-3.18171794144766,4.08527237348391,260.766558307529,1.16795380192273e-58,1.97057165460403e-54,"ENSG00000012124",-3.18171794144766,"down","CD22",9606,933,"NULL","19","19q13.1","CD22 molecule","protein-coding","CD22","CD22 molecule","O","B-cell receptor CD22|B-lymphocyte cell a"
5.06737591632358,5.79557122481593,75.821440890994,3.10511078693451e-18,4.05993235391687e-14,"ENSG00000012223",5.06737591632358,"up","LTF",9606,4057,"NULL","3","3p21.31","lactotransferrin","protein-coding","LTF","lactotransferrin","O","growth-inhibiting protein 12|neutrophil "
2.90324924474633,0.69316044872526,56.6429643643008,5.22574914901016e-14,6.16324854634258e-10,"ENSG00000015413",2.90324924474633,"up","DPEP1",9606,1800,"NULL","16","16q24.3","dipeptidase 1 (renal)","protein-coding","DPEP1","dipeptidase 1 (renal)","O","dehydropeptidase-I|dipeptidase 1|hRDP|mi"
-2.3515198928946,2.08791279343647,121.082243034277,3.66614182699026e-28,5.48564801572553e-24,"ENSG00000016602",-2.3515198928946,"down","CLCA4",9606,22802,"UNQ562/PRO1124","1","1p31-p22","chloride channel accessory 4","protein-coding","CLCA4","chloride channel accessory 4","O","caCC-2|calcium-activated chloride channe"
3.11710082475823,0.668202217155896,106.630253541364,5.36479248032324e-25,7.76875599075608e-21,"ENSG00000024526",3.11710082475823,"up","DEPDC1",9606,55635,"NULL","1","1p31.2","DEP domain containing 1","protein-coding","DEPDC1","DEP domain containing 1","O","5830484J08Rik|DEP domain-containing prot"
2.31032467836464,7.31768795671836,99.3411607993214,2.12544383747166e-23,3.01855533797726e-19,"ENSG00000026508",2.31032467836464,"up","CD44",9606,960,"AL133330.1","11","11p13","CD44 molecule (Indian blood group)","protein-coding","CD44","CD44 molecule (Indian blood group)","O","CD44 antigen|GP90 lymphocyte homing/adhe"
