"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-2.66855954590758,1.63645885185794,231.5109847309,2.79142909887831e-52,3.61936696960562e-48,"ENSG00000000005",-2.66855954590758,"down","TNMD",9606,64102,"UNQ771/PRO1565","X","Xq21.33-q23","tenomodulin","protein-coding","TNMD","tenomodulin","O","BRICHOS domain containing 4|chondromodul"
4.29282458758537,1.60928610088276,244.868452675086,3.41357082990129e-55,4.52878442003005e-51,"ENSG00000002726",4.29282458758537,"up","AOC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.56790093377263,3.50103614247892,658.075065758068,3.91705813284532e-145,6.76162574891758e-141,"ENSG00000003137",-2.56790093377263,"down","CYP26B1",9606,56603,"NULL","2","2p13.2","cytochrome P450, family 26, subfamily B, polypeptide 1","protein-coding","CYP26B1","cytochrome P450, family 26, subfamily B, polypeptide 1","O","cytochrome P450 26B1|cytochrome P450 ret"
2.82585404153864,5.17574651513991,608.391900507504,2.50331099523645e-134,4.27415319326671e-130,"ENSG00000003249",2.82585404153864,"up","DBNDD1",9606,79007,"NULL","16","16q24.3","dysbindin (dystrobrevin binding protein 1) domain containing 1","protein-coding","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1","O","dysbindin domain-containing protein 1"
2.20932772376456,8.41378788850093,685.95549608689,3.38702083478802e-151,5.87648114835721e-147,"ENSG00000004478",2.20932772376456,"up","FKBP4",9606,2288,"NULL","12","12p13.33","FK506 binding protein 4, 59kDa","protein-coding","FKBP4","FK506 binding protein 4, 59kDa","O","51 kDa FK506-binding protein|FK506-bindi"
-3.20949686289057,6.40416321885377,559.016673949202,1.37570666251145e-123,2.31476403034177e-119,"ENSG00000004776",-3.20949686289057,"down","HSPB6",9606,126393,"NULL","19","19q13.12","heat shock protein, alpha-crystallin-related, B6","protein-coding","HSPB6","heat shock protein, alpha-crystallin-related, B6","O","heat shock 20 kDa-like protein p20|heat "
-3.42246829101238,7.55441140816405,838.028415302913,2.91229772153781e-184,5.16787230686885e-180,"ENSG00000004799",-3.42246829101238,"down","PDK4",9606,5166,"NULL","7","7q21.3","pyruvate dehydrogenase kinase, isozyme 4","protein-coding","PDK4","pyruvate dehydrogenase kinase, isozyme 4","O","[Pyruvate dehydrogenase [lipoamide]] kin"
3.15718222326008,3.49274326584918,374.025193822093,2.48769579430082e-83,3.8074184131774e-79,"ENSG00000004838",3.15718222326008,"up","ZMYND10",9606,51364,"LUCA12.4","3","3p21.3","zinc finger, MYND-type containing 10","protein-coding","ZMYND10","zinc finger, MYND-type containing 10","O","protein BLu|zinc finger MYND domain-cont"
-2.81126967154649,0.385835248528349,338.297515729334,1.4984563011486e-75,2.22805467417785e-71,"ENSG00000004846",-2.81126967154649,"down","ABCB5",9606,340273,"tcag7.1091","7","7p21.1","ATP-binding cassette, sub-family B (MDR/TAP), member 5","protein-coding","ABCB5","ATP-binding cassette, sub-family B (MDR/TAP), member 5","O","ABCB5 P-gp|ATP-binding cassette protein|"
2.62639399053218,-0.0102955136931263,90.8692882664968,1.53483535213914e-21,1.30752623648733e-17,"ENSG00000004848",2.62639399053218,"up","ARX",9606,170302,"NULL","X","Xp21.3","aristaless related homeobox","protein-coding","ARX","aristaless related homeobox","O","aristaless-related homeobox, X-linked|ca"
