"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
2.05222645075252,7.09437494397648,35.0278140709737,3.25029216696636e-09,4.99212373924364e-05,"ENSG00000002586",2.05222645075252,"up","CD99",9606,4267,"NULL","X|Y","Xp22.32 and Yp11.3","CD99 molecule","protein-coding","CD99","CD99 molecule","O","CD99 antigen|E2 antigen|MIC2 (monoclonal"
-2.27855624277854,7.47128698340003,43.2052190666417,4.92890313953149e-11,7.79259586359928e-07,"ENSG00000005379",-2.27855624277854,"down","BZRAP1",9606,9256,"NULL","17","17q22-q23","benzodiazapine receptor (peripheral) associated protein 1","protein-coding","BZRAP1","benzodiazapine receptor (peripheral) associated protein 1","O","RIMS-binding protein 1|peripheral benzod"
2.6760783285146,8.33991111628501,67.9501684196052,1.67680088627571e-16,2.7336884848953e-12,"ENSG00000005513",2.6760783285146,"up","SOX8",9606,30812,"NULL","16","16p13.3","SRY (sex determining region Y)-box 8","protein-coding","SOX8","SRY (sex determining region Y)-box 8","O","transcription factor SOX-8"
-2.04655276577958,0.863641611319255,32.9919180638401,9.25427683346853e-09,0.000140590973654054,"ENSG00000006453",-2.04655276577958,"down","BAIAP2L1",9606,55971,"NULL","7","7q22.1","BAI1-associated protein 2-like 1","protein-coding","BAIAP2L1","BAI1-associated protein 2-like 1","O","BAI1-associated protein 2-like protein 1"
2.27760382332717,6.6329603296762,68.0183585581693,1.61980364137801e-16,2.64092785690271e-12,"ENSG00000006468",2.27760382332717,"up","ETV1",9606,2115,"NULL","7","7p21.3","ets variant 1","protein-coding","ETV1","ets variant 1","O","ETS translocation variant 1|ets variant "
2.06009442187525,2.68434624693859,50.6762614383749,1.08929123137026e-12,1.74591598564025e-08,"ENSG00000006634",2.06009442187525,"up","DBF4",9606,10926,"NULL","7","7q21.3","DBF4 homolog (S. cerevisiae)","protein-coding","DBF4","DBF4 homolog (S. cerevisiae)","O","DBF4-type zinc finger-containing protein"
-2.792170301518,0.903491859387368,40.8958579125937,1.60561082723326e-10,2.52129068200438e-06,"ENSG00000007001",-2.792170301518,"down","UPP2",9606,151531,"NULL","2","2q24.1","uridine phosphorylase 2","protein-coding","UPP2","uridine phosphorylase 2","O","UPase 2|liver-specific uridine phosphory"
5.48946145456591,1.93510942345129,79.4473237776855,4.95255169446886e-19,8.11624171689557e-15,"ENSG00000007968",5.48946145456591,"up","E2F2",9606,1870,"NULL","1","1p36","E2F transcription factor 2","protein-coding","E2F2","E2F transcription factor 2","O","transcription factor E2F2"
-2.34270695688793,9.9408668220156,34.3376924974768,4.63321050810839e-09,7.08834875635502e-05,"ENSG00000010404",-2.34270695688793,"down","IDS",9606,3423,"NULL","X","Xq28","iduronate 2-sulfatase","protein-coding","IDS","iduronate 2-sulfatase","O","alpha-L-iduronate sulfate sulfatase|idur"
2.16166638308262,5.44450655450299,39.389312071542,3.47192124719215e-10,5.42557133298717e-06,"ENSG00000011028",2.16166638308262,"up","MRC2",9606,9902,"NULL","17","17q23.2","mannose receptor, C type 2","protein-coding","MRC2","mannose receptor, C type 2","O","C-type lectin domain family 13 member E|"
3.04046895159937,4.2966256848158,69.9487385330494,6.08658169252183e-17,9.93269266402638e-13,"ENSG00000013810",3.04046895159937,"up","TACC3",9606,10460,"NULL","4","4p16.3","transforming, acidic coiled-coil containing protein 3","protein-coding","TACC3","transforming, acidic coiled-coil containing protein 3","O","transforming acidic coiled-coil-containi"
-2.73687326662994,1.70242043943141,40.5895170811692,1.87811552774596e-10,2.94619982837509e-06,"ENSG00000016402",-2.73687326662994,"down","IL20RA",9606,53832,"RP11-204P2.1","6","6q23.3","interleukin 20 receptor, alpha","protein-coding","IL20RA","interleukin 20 receptor, alpha","O","CRF2-8|IL-20 receptor subunit alpha|IL-2"
-2.31011380543073,3.63481164929927,30.5605153811167,3.23613126469016e-08,0.000485581496266758,"ENSG00000025423",-2.31011380543073,"down","HSD17B6",9606,8630,"NULL","12","12q13","hydroxysteroid (17-beta) dehydrogenase 6","protein-coding","HSD17B6","hydroxysteroid (17-beta) dehydrogenase 6","O","17-beta-HSD 6|17-beta-HSD6|17-beta-hydro"
-4.13338922155016,2.87321381769208,37.5150760364697,9.07091332059161e-10,1.40816858388864e-05,"ENSG00000034239",-4.13338922155016,"down","EFCAB1",9606,79645,"NULL","8","8q11.21","EF-hand calcium binding domain 1","protein-coding","EFCAB1","EF-hand calcium binding domain 1","O","EF-hand calcium-binding domain-containin"
3.62244103032315,6.22984545029592,61.6258222684185,4.15335891427511e-15,6.73965551019422e-11,"ENSG00000041982",3.62244103032315,"up","TNC",9606,3371,"NULL","9","9q33","tenascin C","protein-coding","TNC","tenascin C","O","GP 150-225|cytotactin|glioma-associated-"
-3.16548150799561,2.38291084651776,46.8602169560135,7.62346278150062e-12,1.21335033630364e-07,"ENSG00000042832",-3.16548150799561,"down","TG",9606,7038,"NULL","8","8q24","thyroglobulin","protein-coding","TG","thyroglobulin","O","NULL"
-2.13013994361917,0.749690253075271,50.3116075271801,1.31171371578478e-12,2.10149654405879e-08,"ENSG00000047617",-2.13013994361917,"down","ANO2",9606,57101,"NULL","12","12p13.3","anoctamin 2","protein-coding","ANO2","anoctamin 2","O","anoctamin-2|transmembrane protein 16B (e"
2.05095226713902,5.24778000162991,38.4732086440127,5.55105061267192e-10,8.65242258997172e-06,"ENSG00000049540",2.05095226713902,"up","ELN",9606,2006,"NULL","7","7q11.23","elastin","protein-coding","ELN","elastin","O","tropoelastin"
-2.75691135148535,2.78638964916019,29.174458838437,6.61454313773176e-08,0.000984773182345505,"ENSG00000050628",-2.75691135148535,"down","PTGER3",9606,5733,"RP5-952N6.2","1","1p31.2","prostaglandin E receptor 3 (subtype EP3)","protein-coding","PTGER3","prostaglandin E receptor 3 (subtype EP3)","O","PGE receptor, EP3 subtype|PGE2 receptor "
-3.95198478691822,7.17321622855048,41.9503773994723,9.36193127909011e-11,1.47459779576948e-06,"ENSG00000053438",-3.95198478691822,"down","NNAT",9606,4826,"NULL","20","20q11.2-q12","neuronatin","protein-coding","NNAT","neuronatin","O","NULL"
-2.72757279791639,3.27428783094714,44.4531550735438,2.6051678915492e-11,4.13179627599703e-07,"ENSG00000053747",-2.72757279791639,"down","LAMA3",9606,3909,"NULL","18","18q11.2","laminin, alpha 3","protein-coding","LAMA3","laminin, alpha 3","O","BM600 150kD subunit|epiligrin 170 kda su"
-2.49528429895052,8.47058235932326,37.1803740755099,1.0769218307044e-09,1.66890576104261e-05,"ENSG00000059915",-2.49528429895052,"down","PSD",9606,5662,"RP11-18I14.2","10","10q24","pleckstrin and Sec7 domain containing","protein-coding","PSD","pleckstrin and Sec7 domain containing","O","PH and SEC7 domain-containing protein 1|"
-3.37355306014585,2.61284187213571,86.1765263693468,1.64569557342877e-20,2.7020675620127e-16,"ENSG00000064270",-3.37355306014585,"down","ATP2C2",9606,9914,"NULL","16","16q24.1","ATPase, Ca++ transporting, type 2C, member 2","protein-coding","ATP2C2","ATPase, Ca++ transporting, type 2C, member 2","O","ATPase 2C2|calcium-transporting ATPase t"
3.45525041963451,4.64098956057476,41.0784003229476,1.46243607116348e-10,2.2982182858334e-06,"ENSG00000064300",3.45525041963451,"up","NGFR",9606,4804,"NULL","17","17q21-q22","nerve growth factor receptor","protein-coding","NGFR","nerve growth factor receptor","O","NGF receptor|TNFR superfamily, member 16"
2.13784164925974,4.88385867879098,39.6570212796465,3.02714446657687e-10,4.73505937461954e-06,"ENSG00000064989",2.13784164925974,"up","CALCRL",9606,10203,"NULL","2","2q32.1","calcitonin receptor-like","protein-coding","CALCRL","calcitonin receptor-like","O","CGRP type 1 receptor|calcitonin gene-rel"
2.69582628146493,5.43908029901494,111.554690110097,4.47294420312762e-26,7.36604451371056e-22,"ENSG00000065320",2.69582628146493,"up","NTN1",9606,9423,"NULL","17","17p13-p12","netrin 1","protein-coding","NTN1","netrin 1","O","epididymis tissue protein Li 131P|netrin"
2.30338957787703,5.06519419229729,49.677581775706,1.81204654045781e-12,2.90072410196486e-08,"ENSG00000065911",2.30338957787703,"up","MTHFD2",9606,10797,"NULL","2","2p13.1","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","protein-coding","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","O","NAD-dependent methylene tetrahydrofolate"
-2.52448824776853,1.70186436900777,39.6469884800986,3.04273556262309e-10,4.75883841994251e-06,"ENSG00000066185",-2.52448824776853,"down","ZMYND12",9606,84217,"NULL","1","1p34.2","zinc finger, MYND-type containing 12","protein-coding","ZMYND12","zinc finger, MYND-type containing 12","O","zinc finger MYND domain-containing prote"
5.64094093386693,2.57104595373309,125.690404201435,3.59397799393202e-29,5.92431332519755e-25,"ENSG00000066279",5.64094093386693,"up","ASPM",9606,259266,"RP11-32D17.1","1","1q31","asp (abnormal spindle) homolog, microcephaly associated (Drosophila)","protein-coding","ASPM","asp (abnormal spindle) homolog, microcephaly associated (Drosophila)","O","abnormal spindle-like microcephaly-assoc"
2.25361916943219,3.70043894399382,34.0737285976119,5.30628638046591e-09,8.10747496071386e-05,"ENSG00000066735",2.25361916943219,"up","KIF26A",9606,26153,"NULL","14","14q32.33","kinesin family member 26A","protein-coding","KIF26A","kinesin family member 26A","O","KIF26A variant protein|kinesin-like prot"
-2.47058783492844,7.70401911528022,33.7484871777806,6.27177978451413e-09,9.5650913493625e-05,"ENSG00000068078",-2.47058783492844,"down","FGFR3",9606,2261,"NULL","4","4p16.3","fibroblast growth factor receptor 3","protein-coding","FGFR3","fibroblast growth factor receptor 3","O","FGFR-3|fibroblast growth factor receptor"
2.80641478826891,2.14576352842014,93.2753425603445,4.5502573043032e-22,7.47880290535273e-18,"ENSG00000068489",2.80641478826891,"up","PRR11",9606,55771,"NULL","17","17q22","proline rich 11","protein-coding","PRR11","proline rich 11","O","proline-rich protein 11|transcription re"
-3.84282997348426,2.30112914104332,31.326823526424,2.18046147013343e-08,0.000328486520475602,"ENSG00000070729",-3.84282997348426,"down","CNGB1",9606,1258,"NULL","16","16q13","cyclic nucleotide gated channel beta 1","protein-coding","CNGB1","cyclic nucleotide gated channel beta 1","O","CNG channel beta-1|CNG-4|cyclic nucleoti"
2.00720879409858,5.89863006539098,76.3285767239666,2.40182941661267e-18,3.9320349379366e-14,"ENSG00000071564",2.00720879409858,"up","TCF3",9606,6929,"NULL","19","19p13.3","transcription factor 3","protein-coding","TCF3","transcription factor 3","O","VDR interacting repressor|class B basic "
2.320675293219,5.22200059211509,42.3285692952203,7.71571837514842e-11,1.21700025931216e-06,"ENSG00000072182",2.320675293219,"up","ASIC4",9606,55515,"NULL","2","2q35","acid-sensing (proton-gated) ion channel family member 4","protein-coding","ASIC4","acid-sensing (proton-gated) ion channel family member 4","O","acid-sensing ion channel 4|amiloride-sen"
3.03792136213463,4.30263737834159,103.574765935319,2.50750649767776e-24,4.12635269257853e-20,"ENSG00000073111",3.03792136213463,"up","MCM2",9606,4171,"NULL","3","3q21","minichromosome maintenance complex component 2","protein-coding","MCM2","minichromosome maintenance complex component 2","O","DNA replication licensing factor MCM2|MC"
5.14971695338836,1.83800048941411,133.888535952165,5.77905640744118e-31,9.52908611022977e-27,"ENSG00000075218",5.14971695338836,"up","GTSE1",9606,51512,"RP5-1163J1.2","22","22q13.2-q13.3","G-2 and S-phase expressed 1","protein-coding","GTSE1","G-2 and S-phase expressed 1","O","G2 and S phase-expressed protein 1|prote"
2.83951971002781,2.64904356533936,51.6837704809502,6.51994790814157e-13,1.04658203821488e-08,"ENSG00000075702",2.83951971002781,"up","WDR62",9606,284403,"NULL","19","19q13.12","WD repeat domain 62","protein-coding","WDR62","WD repeat domain 62","O","WD repeat-containing protein 62|microcep"
-2.33757425446035,5.18560652338568,67.8487526955281,1.76530217731469e-16,2.87744254902295e-12,"ENSG00000076555",-2.33757425446035,"down","ACACB",9606,32,"NULL","12","12q24.11","acetyl-CoA carboxylase beta","protein-coding","ACACB","acetyl-CoA carboxylase beta","O","ACC-beta|acetyl-CoA carboxylase 2|acetyl"
2.35614509396222,4.87289080816329,34.99951553443,3.29787369540806e-09,5.06388505929907e-05,"ENSG00000077279",2.35614509396222,"up","DCX",9606,1641,"RP5-914P14.1","X","Xq22.3-q23","doublecortin","protein-coding","DCX","doublecortin","O","doublecortex|doublin|lis-X|lissencephali"
-2.65537717837456,2.84154678213625,51.4075027017461,7.50511657187866e-13,1.20404585162649e-08,"ENSG00000077616",-2.65537717837456,"down","NAALAD2",9606,10003,"NULL","11","11q14.3-q21","N-acetylated alpha-linked acidic dipeptidase 2","protein-coding","NAALAD2","N-acetylated alpha-linked acidic dipeptidase 2","O","N-acetylated alpha-linked acidic dipepti"
2.02754230464337,3.03069330417529,52.9615025933827,3.4015021379824e-13,5.47199648937229e-09,"ENSG00000078177",2.02754230464337,"up","N4BP2",9606,55728,"NULL","4","4p14","NEDD4 binding protein 2","protein-coding","N4BP2","NEDD4 binding protein 2","O","BCL-3-binding protein|NEDD4-binding prot"
-2.11648349737061,8.41807403962809,41.8047070095229,1.00860316156693e-10,1.58814653820328e-06,"ENSG00000078804",-2.11648349737061,"down","TP53INP2",9606,58476,"RP5-1181N3.1","20","20q11.22","tumor protein p53 inducible nuclear protein 2","protein-coding","TP53INP2","tumor protein p53 inducible nuclear protein 2","O","PIG-U|diabetes and obesity regulated|dia"
-2.12366502875157,6.32616991868704,52.2065713901991,4.99586721328909e-13,8.02785902503424e-09,"ENSG00000079337",-2.12366502875157,"down","RAPGEF3",9606,10411,"NULL","12","12q13.1","Rap guanine nucleotide exchange factor (GEF) 3","protein-coding","RAPGEF3","Rap guanine nucleotide exchange factor (GEF) 3","O","9330170P05Rik|EPAC 1|Rap1 guanine-nucleo"
-3.19796147610461,5.70251126204301,48.6803747758583,3.0126604214024e-12,4.81151995902178e-08,"ENSG00000079841",-3.19796147610461,"down","RIMS1",9606,22999,"RP5-1046G13.1","6","6q12-q13","regulating synaptic membrane exocytosis 1","protein-coding","RIMS1","regulating synaptic membrane exocytosis 1","O","RAB3-interacting protein 2|rab-3-interac"
2.14356618065068,3.72782083782514,43.5661391106283,4.09869959091297e-11,6.48619210261978e-07,"ENSG00000080709",2.14356618065068,"up","KCNN2",9606,3781,"NULL","5","5q22.3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2","protein-coding","KCNN2","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2","O","apamin-sensitive small-conductance Ca2+-"
