"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-2.45890392181845,7.84056629303603,64.0354129763454,1.22202751177496e-15,2.0374864703824e-11,"ENSG00000005379",-2.45890392181845,"down","BZRAP1",9606,9256,"NULL","17","17q22-q23","benzodiazapine receptor (peripheral) associated protein 1","protein-coding","BZRAP1","benzodiazapine receptor (peripheral) associated protein 1","O","RIMS-binding protein 1|peripheral benzod"
-2.02528872675,0.31970204073023,32.0934984175913,1.46928197814713e-08,0.00022009844032644,"ENSG00000005381",-2.02528872675,"down","MPO",9606,4353,"NULL","17","17q23.1","myeloperoxidase","protein-coding","MPO","myeloperoxidase","O","NULL"
2.05481782518148,-0.115575067037065,57.852281227777,2.8255910797442e-14,4.66618110908958e-10,"ENSG00000005471",2.05481782518148,"up","ABCB4",9606,5244,"NULL","7","7q21.1","ATP-binding cassette, sub-family B (MDR/TAP), member 4","protein-coding","ABCB4","ATP-binding cassette, sub-family B (MDR/TAP), member 4","O","ATP-binding cassette sub-family B member"
2.39962805262822,7.6796614075938,83.2759992097148,7.13607741697663e-20,1.21149186308012e-15,"ENSG00000005513",2.39962805262822,"up","SOX8",9606,30812,"NULL","16","16p13.3","SRY (sex determining region Y)-box 8","protein-coding","SOX8","SRY (sex determining region Y)-box 8","O","transcription factor SOX-8"
-2.3031678830066,1.41557983041806,38.1736641848277,6.47200579838382e-10,1.00503778043102e-05,"ENSG00000005981",-2.3031678830066,"down","ASB4",9606,51666,"NULL","7","7q21-q22","ankyrin repeat and SOCS box containing 4","protein-coding","ASB4","ankyrin repeat and SOCS box containing 4","O","ankyrin repeat and SOCS box protein 4|an"
2.32383098092157,5.91556714574125,115.618119939918,5.76226241172444e-27,9.90590531199549e-23,"ENSG00000006468",2.32383098092157,"up","ETV1",9606,2115,"NULL","7","7p21.3","ets variant 1","protein-coding","ETV1","ets variant 1","O","ETS translocation variant 1|ets variant "
2.20966547853327,1.9721092332108,131.7325920571,1.71193821905188e-30,2.95121029582353e-26,"ENSG00000006634",2.20966547853327,"up","DBF4",9606,10926,"NULL","7","7q21.3","DBF4 homolog (S. cerevisiae)","protein-coding","DBF4","DBF4 homolog (S. cerevisiae)","O","DBF4-type zinc finger-containing protein"
-2.68578729823786,1.03270533627484,67.3303042919898,2.2962456702064e-16,3.84529299932763e-12,"ENSG00000007001",-2.68578729823786,"down","UPP2",9606,151531,"NULL","2","2q24.1","uridine phosphorylase 2","protein-coding","UPP2","uridine phosphorylase 2","O","UPase 2|liver-specific uridine phosphory"
-2.29569106245591,4.94623748801397,35.998158686309,1.97504077357148e-09,3.03129257927751e-05,"ENSG00000007264",-2.29569106245591,"down","MATK",9606,4145,"NULL","19","19p13.3","megakaryocyte-associated tyrosine kinase","protein-coding","MATK","megakaryocyte-associated tyrosine kinase","O","CSK homologous kinase|Csk-homologous kin"
6.09677929313922,0.767884414861125,256.524384662063,9.82056701780232e-58,1.70563607965191e-53,"ENSG00000007968",6.09677929313922,"up","E2F2",9606,1870,"NULL","1","1p36","E2F transcription factor 2","protein-coding","E2F2","E2F transcription factor 2","O","transcription factor E2F2"
