"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-2.24597569520933,3.23322642595457,213.013636947546,3.02271631883715e-48,4.4790610412529e-44,"ENSG00000004139",-2.24597569520933,"down","SARM1",9606,23098,"NULL","17","17q11","sterile alpha and TIR motif containing 1","protein-coding","SARM1","sterile alpha and TIR motif containing 1","O","SAM domain-containing protein 2|sterile "
-2.36496622790727,6.37877430504248,323.342481443245,2.70924349413451e-72,4.08201717261246e-68,"ENSG00000004534",-2.36496622790727,"down","RBM6",9606,10180,"NULL","3","3p21.3","RNA binding motif protein 6","protein-coding","RBM6","RNA binding motif protein 6","O","RNA-binding motif protein 6|RNA-binding "
-2.39802449992828,2.4423372303832,160.975570509309,6.92630890580226e-37,1.00486889605379e-32,"ENSG00000004777",-2.39802449992828,"down","ARHGAP33",9606,115703,"NULL","19","19q13.12","Rho GTPase activating protein 33","protein-coding","ARHGAP33","Rho GTPase activating protein 33","O","neurite outgrowth multiadaptor RhoGAP pr"
-3.25478353832254,0.501398959535852,151.083102073568,1.00513613544242e-34,1.44850168478607e-30,"ENSG00000004838",-3.25478353832254,"down","ZMYND10",9606,51364,"LUCA12.4","3","3p21.3","zinc finger, MYND-type containing 10","protein-coding","ZMYND10","zinc finger, MYND-type containing 10","O","protein BLu|zinc finger MYND domain-cont"
-3.479450852829,1.11679100913683,34.3419634170768,4.62305425311715e-09,4.84033780301366e-05,"ENSG00000004939",-3.479450852829,"down","SLC4A1",9606,6521,"NULL","17","17q21.31","solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)","protein-coding","SLC4A1","solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)","O","Froese blood group|Swann blood group|Wal"
-2.26442764140725,3.50129981538582,111.512515015427,4.56911813905603e-26,6.33599612342899e-22,"ENSG00000005379",-2.26442764140725,"down","BZRAP1",9606,9256,"NULL","17","17q22-q23","benzodiazapine receptor (peripheral) associated protein 1","protein-coding","BZRAP1","benzodiazapine receptor (peripheral) associated protein 1","O","RIMS-binding protein 1|peripheral benzod"
-2.45860212532198,0.70461271225932,61.0884170536968,5.45682437645599e-15,6.75718562536545e-11,"ENSG00000006016",-2.45860212532198,"down","CRLF1",9606,9244,"UNQ288/PRO327","19","19p12","cytokine receptor-like factor 1","protein-coding","CRLF1","cytokine receptor-like factor 1","O","class I cytokine receptor|cytokine type "
-2.2312978976567,2.63284857602158,209.163299639464,2.09127816786941e-47,3.09613732753066e-43,"ENSG00000006432",-2.2312978976567,"down","MAP3K9",9606,4293,"NULL","14","14q24.2","mitogen-activated protein kinase kinase kinase 9","protein-coding","MAP3K9","mitogen-activated protein kinase kinase kinase 9","O","mixed lineage kinase 1 (tyr and ser/thr "
-2.29143207625235,5.05922685828622,260.529880178107,1.3152713508058e-58,1.96909273929136e-54,"ENSG00000007392",-2.29143207625235,"down","LUC7L",9606,55692,"LA16c-OS12.1","16","16p13.3","LUC7-like (S. cerevisiae)","protein-coding","LUC7L","LUC7-like (S. cerevisiae)","O","putative RNA-binding protein Luc7-like 1"
-2.17775702013773,1.16945812676106,67.7268448411028,1.87789268370734e-16,2.38022897659905e-12,"ENSG00000008226",-2.17775702013773,"down","DLEC1",9606,9940,"NULL","3","3p21.3","deleted in lung and esophageal cancer 1","protein-coding","DLEC1","deleted in lung and esophageal cancer 1","O","DLC-1|deleted in lung and esophageal can"
